mode,question_id,question,question_type,rank_of_correct_url,generated_answer,latency_sec,entity_coverage,hallucinated,confidence,correct,error_type,judge_accuracy,judge_completeness,judge_relevance,judge_coherence,judge_explanation
sparse,14,"Based on the article 'Joule heating', what is the primary definition or role described?",factual,0,I cannot answer this from the provided context. The primary definition or role described is to heat a room.,23.255,0.0,1,0.0,0,retrieval_failure,2.5299674267100976,3.0,3.0,3.0,Single-score output from LLM
sparse,15,"Based on the article 'Lace', what is the primary definition or role described?",factual,0,I cannot answer this from the provided context. The term usually implies that judges make rulings based on their own view,24.448,1.0,1,0.0,0,retrieval_failure,1.1457142857142857,1.0,1.0,1.0,Single-score output from LLM
sparse,16,"Based on the article 'Lowest bridging point', what is the primary definition or role described?",factual,1,the location on a river which is crossed by a bridge at its closest point to the sea.,25.243,1.0,0,1.0,1,success,2.5283185840707962,2.0,2.0,2.0,1 to 5
sparse,17,"Based on the article 'City centre', what is the primary definition or role described?",factual,0,"I cannot answer this from the provided context. The primary definition or role described is to be a place where people live, work and play.",27.224,0.0,1,0.0,0,retrieval_failure,1.8556962025316455,2.0,2.0,2.0,1 to 5
sparse,18,"Based on the article 'Maibaron', what is the primary definition or role described?",factual,0,I cannot answer this from the provided context. The term usually implies that judges make rulings based on their own view,25.474,1.0,1,0.0,0,retrieval_failure,1.7048128342245987,2.0,2.0,2.0,1 to 5
sparse,19,"Based on the article 'Fan-gating', what is the primary definition or role described?",factual,0,I cannot answer this from the provided context. The term usually  implies that judges make rulings based on their own view,26.537,1.0,1,0.0,0,retrieval_failure,2.416770186335403,3.0,3.0,3.0,Single-score output from LLM
sparse,20,"Based on the article 'Bullet journal', what is the primary definition or role described?",factual,0,"I cannot answer this from the provided context. Some research questions focus on a simple description of what happened, refute an existing theory",27.616,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,21,"Based on the article 'Kabbalah', what is the primary definition or role described?",factual,0,I cannot answer this from the provided context. The term usually  implies that judges make rulings based on their own view,25.943,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,22,"Based on the article 'Geomorphology', what is the primary definition or role described?",factual,0,"I cannot answer this from the provided context. Some research questions focus on a simple description of what happened, refute an existing theory",26.244,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,23,"Based on the article 'Winter City', what is the primary definition or role described?",factual,0,I cannot answer this from the provided context. The primary definition or role described in the article 'Winter City' is a detective.,28.084,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,24,"Based on the article 'Immunopathology', what is the primary definition or role described?",factual,0,I cannot answer this from the provided context. Immunopathology is the primary definition or role described.,24.353,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,25,"Based on the article 'Facebook', what is the primary definition or role described?",factual,0,I cannot answer this from the provided context. The primary definition or role described is to be a social network.,23.76,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,26,"Based on the article 'Dentistry', what is the primary definition or role described?",factual,0,I cannot answer this from the provided context. The term usually implies that judges make rulings based on their own view,24.316,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,27,"Based on the article 'Electronics', what is the primary definition or role described?",factual,0,I cannot answer this from the provided context. The term usually implies that judges make rulings based on their own,24.756,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,28,"Based on the article 'Kaddish', what is the primary definition or role described?",factual,0,I cannot answer this from the provided context. The term usually implies that judges make rulings based on their own view,26.463,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,29,"Based on the article 'List of national legal systems', what is the primary definition or role described?",factual,0,"I cannot answer this from the provided context. Jurisprudence, also known as theory of law or philosophy",28.508,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,30,Compare the focus of Biography with that of Team learning. How do they differ?,comparative,0,"I cannot answer this from the provided context. These theories have important implications for how to teach. For example, behaviorists tend to",26.876,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,31,Compare the focus of Geophysics with that of Temporary capital. How do they differ?,comparative,0,I cannot answer this from the provided context. Temporary capital focuses primarily on earthquakes and volcanoes,24.865,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,32,Compare the focus of Ancient Greek mathematics with that of Preoperative care. How do they differ?,comparative,8,I cannot answer this from the provided context. Mathematics is used in most sciences for modeling phenomena which then allows predictions to be,23.997,0.0,1,0.125,1,context_failure,,,,,
sparse,33,Compare the focus of Computer network with that of Digital signal processing. How do they differ?,comparative,1,I cannot answer this from the provided context. A router uses its routing table to determine where to forward packets,23.273,0.0,1,1.0,1,generation_failure,,,,,
sparse,34,Compare the focus of Oklahoma City Thunder with that of Jupiter. How do they differ?,comparative,0,I cannot answer this from the provided context. Oklahoma City Thunder is a basketball team based out of Oklahoma city.,22.911,0.333,1,0.0,0,retrieval_failure,,,,,
sparse,35,Compare the focus of Lace with that of Workforce. How do they differ?,comparative,1,"I cannot answer this from the provided context. Women focus on the service sector, while men focus the industrial sector.",22.697,0.0,1,1.0,1,context_failure,,,,,
sparse,36,Compare the focus of Algorithm with that of Behavior. How do they differ?,comparative,0,I cannot answer this from the provided context. Algorithm focuses on algorithms. Behavior aims to understand why other people act the way they do,26.088,0.2,1,0.0,0,retrieval_failure,,,,,
sparse,37,Compare the focus of Energy storage with that of Kirkhill Astronomical Pillar. How do they differ?,comparative,2,I cannot answer this from the provided context. The focus of Kirkhill Astronomical Pillar differs from that of Energy storage,26.75,0.0,1,0.5,1,generation_failure,,,,,
sparse,38,Compare the focus of Laburnum with that of General relativity. How do they differ?,comparative,1,I cannot answer this from the provided context. The latter provides a systematic approach to solving for the geometry of the spacetime that contains,26.894,0.0,1,1.0,1,context_failure,,,,,
sparse,39,Compare the focus of Calculus with that of Biochemistry. How do they differ?,comparative,0,I cannot answer this from the provided context. The focus of Calculus is the study of numbers. Biochemistry focuses on molecules and their interactions.,27.501,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,40,Compare the focus of Kakie with that of Lowest bridging point. How do they differ?,comparative,2,"I cannot answer this from the provided context. work is paid or unpaid Women focus on the service sector, while men focus",24.249,0.0,1,0.5,1,context_failure,,,,,
sparse,41,Compare the focus of Outline of India with that of Socratic questioning. How do they differ?,comparative,0,I cannot answer this from the provided context. It is a systematic study of general and fundamental questions concerning topics like existence,23.877,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,42,Compare the focus of Social Science One with that of Biology. How do they differ?,comparative,0,I cannot answer this from the provided context. Biology focuses primarily on cell and molecular biology. Social Science One concentrates mainly on human behavior.,29.882,0.25,1,0.0,0,retrieval_failure,,,,,
sparse,43,Compare the focus of Digital electronics with that of Glassblowing. How do they differ?,comparative,2,I cannot answer this from the provided context. It deals with the relationship between binary inputs and outputs by passing electrical,23.467,0.0,1,0.5,1,generation_failure,,,,,
sparse,44,Compare the focus of Dancing Hot Dog with that of Indoor practice facility. How do they differ?,comparative,0,"I cannot answer this from the provided context. Dancing Hot Dog focuses more on belief, while Indoor practice facility specializes in practice",24.718,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,45,"Given the details about Energy transformation, what can be inferred about its impact on its respective field?",inferential,0,I cannot answer this from the provided context. Its orbital characteristics are substantially different from those of the planets,35.439,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,46,"Given the details about Catalysis, what can be inferred about its impact on its respective field?",inferential,0,I cannot answer this from the provided context. Its impact on its respective field can be inferred.,25.136,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,47,"Given the details about Biodiversity, what can be inferred about its impact on its respective field?",inferential,9,I cannot answer this from the provided context. This work commented on the effect of climate on human health and cultural,23.754,0.0,1,0.111,1,context_failure,,,,,
sparse,48,"Given the details about Vulcan (hypothetical planet), what can be inferred about its impact on its respective field?",inferential,0,"I cannot answer this from the provided context. Its semi-major axis greater than that of Neptune, though the term has not seen significant use",30.965,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,49,"Given the details about Football, what can be inferred about its impact on its respective field?",inferential,0,I cannot answer this from the provided context. Its impact on its respective field can be inferred about 1/6 of the craters,27.687,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,50,"Given the details about Intermodulation, what can be inferred about its impact on its respective field?",inferential,0,I cannot answer this from the provided context. It has not seen significant use. Pluto's orbital period,22.836,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,51,"Given the details about Gene, what can be inferred about its impact on its respective field?",inferential,0,I cannot answer this from the provided context. This work commented on the effect of climate on human health and cultural,24.112,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,52,"Given the details about Epistemology, what can be inferred about its impact on its respective field?",inferential,0,"I cannot answer this from the provided context. This idea that climate controls which populations excel depending on their climate, or climatic determinis",33.209,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,53,"Given the details about Milwaukee Bucks, what can be inferred about its impact on its respective field?",inferential,0,I cannot answer this from the provided context. Its orbital characteristics are substantially different from those of the planets.,28.308,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,54,"Given the details about Gemology, what can be inferred about its impact on its respective field?",inferential,0,I cannot answer this from the provided context. This work commented on the effect of climate on human health and cultural,26.524,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,55,"Using information from both Flow, my tears and Co-construction (learning), identify a common thread or potential intersection between these two topics.",multi-hop,5,"I cannot answer this from the provided context. Flow, My Tears and Co-Construction (learning) are related.",29.272,1.0,0,0.2,1,context_failure,,,,,
sparse,56,"Using information from both Flow, my tears and Poetry, identify a common thread or potential intersection between these two topics.",multi-hop,5,"I cannot answer this from the provided context. Flow, My Tears is a song written and performed by American singer-song-songwriter Taylor Swift.",35.038,0.0,1,0.2,1,context_failure,,,,,
sparse,57,"Using information from both Epistemology and Culture, identify a common thread or potential intersection between these two topics.",multi-hop,0,I cannot answer this from the provided context. It's impossible to say because there isn't enough information to answer the question.,29.004,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,58,"Using information from both Differential equation and Clothing in ancient Egypt, identify a common thread or potential intersection between these two topics.",multi-hop,4,I cannot answer this from the provided context's information. lace is a delicate fabric made of yarn,24.115,0.0,1,0.25,1,generation_failure,,,,,
sparse,59,"Using information from both Biochemistry and Publishing, identify a common thread or potential intersection between these two topics.",multi-hop,9,"I cannot answer this from the provided context. The Earth's surface and its topography therefore are an intersection of climatic, hydrologic,",29.546,0.0,1,0.111,1,context_failure,,,,,
sparse,60,"Using information from both Metropolitan area and Integer programming, identify a common thread or potential intersection between these two topics.",multi-hop,0,I cannot answer this from the provided context. It has nothing to do with Integer programming.,22.615,0.333,1,0.0,0,retrieval_failure,,,,,
sparse,61,"Using information from both City marketing and Geothermal energy, identify a common thread or potential intersection between these two topics.",multi-hop,0,I cannot answer this from the provided context. Social media marketing is the use of social media platforms and websites to promote a product,24.679,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,62,"Using information from both Data mining and Minnesota Timberwolves, identify a common thread or potential intersection between these two topics.",multi-hop,1,I cannot answer this from the provided context. Data mining is an interdisciplinary subfield of computer science and statistics,22.819,0.0,1,1.0,1,generation_failure,,,,,
sparse,63,"Using information from both Kaiser and Immunotherapy, identify a common thread or potential intersection between these two topics.",multi-hop,0,I can not answer this from the provided context. It's impossible to say because there isn't enough information to answer the question.,29.009,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,64,"Using information from both Insular biogeography and Exercise, identify a common thread or potential intersection between these two topics.",multi-hop,2,I cannot answer this from the provided context. It has nothing to do with exercise.''.,22.656,0.0,1,0.5,1,generation_failure,,,,,
sparse,65,"Using information from both Planetary Science Institute and Data mining, identify a common thread or potential intersection between these two topics.",multi-hop,2,I cannot answer this from the provided context. Data mining is an interdisciplinary subfield of computer science and statistics with an overall goal,25.484,0.0,1,0.5,1,context_failure,,,,,
sparse,66,"Using information from both Geothermal energy and Infrared astronomy, identify a common thread or potential intersection between these two topics.",multi-hop,0,I cannot answer this from the provided context. It's impossible to say because there isn't enough information to answer the question,26.942,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,67,"Using information from both Experimental psychology and Valley of Flowers National Park, identify a common thread or potential intersection between these two topics.",multi-hop,0,I cannot answer this from the provided context. It's impossible to say because there isn't enough information to answer the question,29.31,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,68,"Using information from both Philosophy and History of mathematics, identify a common thread or potential intersection between these two topics.",multi-hop,0,"I cannot answer this from the provided context. The branch of mathematics that studies sets, which are collections of objects, such",24.507,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,69,"Using information from both Instagram face and Instructional design, identify a common thread or potential intersection between these two topics.",multi-hop,0,I cannot answer this from the provided context. It's impossible to say because there isn't enough information to answer the question.,25.843,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,70,Tell me more about the 'various factors' involved in Electronic health record (Germany).,ambiguous,5,I cannot answer this from the provided context. It was the first jet aircraft recognised by the Fédération Aéronautique Internationale.,26.609,1.0,0,0.2,1,context_failure,,,,,
sparse,71,Tell me more about the 'various factors' involved in Dermatology.,ambiguous,0,"I cannot answer this from the provided context. There are a variety of factors involved in Dermatology, such as genetics.",26.502,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,72,Tell me more about the 'various factors' involved in Geography.,ambiguous,0,"I cannot answer this from the provided context. There are a variety of factors involved in Geography, such as climate, geological features, landforms, and human activities.",32.537,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,73,Tell me more about the 'various factors' involved in Human behavior.,ambiguous,0,"I cannot answer this from the provided context. Traditionally the research has involved twin studies and adoption studies, two designs where genetic",23.213,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,74,Tell me more about the 'various factors' involved in Football (ball).,ambiguous,0,I cannot answer this from the provided context. Football (ball) is a game played between two teams of four players each.,26.735,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,75,Tell me more about the 'various factors' involved in Jurisdiction.,ambiguous,0,I cannot answer this from the provided context. Jurisprudence refers to 'various factors' involved in jurisdiction,26.925,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,76,Tell me more about the 'various factors' involved in Boston Celtics.,ambiguous,0,I cannot answer this from the provided context. There are a variety of factors involved in the Boston Celtics. They are:,26.304,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,77,Tell me more about the 'various factors' involved in Biophysics.,ambiguous,0,"I cannot answer this from the provided context. There are many factors involved in biophysics, including the following.",22.298,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,78,Tell me more about the 'various factors' involved in Fluid dynamics.,ambiguous,0,I cannot answer this from the provided context. These social shifts may accompany ideological shift and other types of cultural change.,24.281,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,79,Tell me more about the 'various factors' involved in History of mathematics.,ambiguous,6,I cannot answer this from the provided context. There is not enough information to answer the question directly.,22.732,1.0,0,0.167,1,context_failure,,,,,
sparse,80,Which modern criticisms of Gene are NOT addressed in the text?,negated,0,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perceptions,24.933,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,81,Which modern criticisms of Folklore are NOT addressed in the text?,negated,0,I cannot answer this from the provided context. The representations that express the nature of these sacred things.,21.643,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,82,Which modern criticisms of Ichthyology are NOT addressed in the text?,negated,0,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perceptions of gender,26.307,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,83,Which modern criticisms of Communication are NOT addressed in the text?,negated,0,"I cannot answer this from the provided context. The representations that express the nature of these sacred things, and the virtues and powers which are attributed to",27.8,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,84,Which modern criticisms of Ballistics are NOT addressed in the text?,negated,0,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perceptions of gender.,25.622,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,85,Which modern criticisms of Ionosphere are NOT addressed in the text?,negated,0,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perceptions,24.305,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,86,Which modern criticisms of Social media marketing are NOT addressed in the text?,negated,1,"I cannot answer this from the provided context. The use of customer influencers, such as popular bloggers, can be an efficient and cost-effective method",27.713,0.0,1,1.0,1,generation_failure,,,,,
sparse,87,Which modern criticisms of Co-construction (learning) are NOT addressed in the text?,negated,0,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perception,25.69,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,88,Which modern criticisms of Hobohemia are NOT addressed in the text?,negated,0,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perceptions,25.727,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,89,Which modern criticisms of Irrigation are NOT addressed in the text?,negated,0,I cannot answer this from the provided context. These criticisms have discussed how the phrase can both reflect and shape societal perceptions,25.118,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,90,Can you explain the concept of C40 Cities Climate Leadership Group in your own words?,paraphrased_adversarial,0,I cannot answer this from the provided context. The C40 Cities Climate Leadership Group is a non-profit organization that focuses on climate change mitigation and adaptation.,30.589,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,91,Can you explain the concept of Instagram in your own words?,paraphrased_adversarial,0,I cannot answer this from the provided context. It's a photo sharing app that allows you to upload photos and videos to your account.,27.913,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,92,How would you describe Epistemology to someone who has never heard of it?,paraphrased_adversarial,0,I cannot answer this from the provided context. form of implicit memory that doesn't need any attention to control or effort in recall; they,27.199,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,93,Explain the meaning of Kaiserslautern based on the provided text.,paraphrased_adversarial,0,I cannot answer this from the provided context. Kaiserslautern is a municipality in the state of Thuringia.,24.862,0.024,1,0.0,0,retrieval_failure,,,,,
sparse,94,Provide a brief overview of what Biomedical engineering entails.,paraphrased_adversarial,0,"I cannot answer this from the provided context. Engineering tasks involve finding optimal solutions based on constraints, with testing and simulations",22.301,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,95,Describe the nature of Lacertidae using the available information.,paraphrased_adversarial,0,I cannot answer this from the provided context. Lacertidae is phylogenetically a group of moths belonging to the subphylum Lamiina.,31.814,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,96,What is meant by the phrase 'Instagram husband'?,paraphrased_adversarial,0,I cannot answer this from the provided context. It refers to a social media platform that allows users to share photos and videos.,25.135,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,97,How would you describe Criticism of Facebook to someone who has never heard of it?,paraphrased_adversarial,10,I cannot answer this from the provided context. It's a form of implicit memory that doesn't need any attention to control or effort in recall; they are there for use in any particular circumstance,34.02,0.0,1,0.1,1,context_failure,,,,,
sparse,98,Give me a summary of the information regarding Politics.,paraphrased_adversarial,0,I cannot answer this from the provided context. It was the first jet aircraft recognised by the Fédération Aéronautique Internationale (at the time the German,29.587,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,99,Describe the nature of Lace using the available information.,paraphrased_adversarial,0,"I cannot answer this from the provided context. Lace is primarily concerned with the analysis, collection, classification, manipulation, storage, retrieval",25.971,0.0,1,0.0,0,retrieval_failure,,,,,
sparse,100,"What is the secret, unpublished password for the Religion system?",unanswerable,0,I cannot answer this from the provided context. It's not mentioned anywhere in the article. You'll have to look it up yourself.,25.573,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,101,On what exact date will Vocal learning be officially discontinued in the year 2099?,unanswerable,0,I cannot answer this from the provided context. It will be officially discontinued in the year 2099 on January 24.,23.182,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,102,Which specific individual wrote the 4th sentence of the Chemical industry Wikipedia entry?,unanswerable,0,I cannot answer this from the provided context. It's not mentioned in the question. I'm not sure if it'd be appropriate.,27.736,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,103,What is the GPS coordinate of the exact center of Facebook Graph Search?,unanswerable,0,"I cannot answer this from the provided context. At the equator, the effective gravitational acceleration is 9.7805",25.045,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,104,Which specific individual wrote the 4th sentence of the Indoor practice facility Wikipedia entry?,unanswerable,2,I cannot answer this from the provided context's text. It may not have been written by someone else.,23.717,1.0,0,0.5,1,success,,,,,
sparse,105,Which specific individual wrote the 4th sentence of the Borgia Apartments Wikipedia entry?,unanswerable,0,I cannot answer this from the provided context. It's written by someone else. I can't remember who it is.,26.011,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,106,What is the GPS coordinate of the exact center of Kalanit?,unanswerable,0,"I cannot answer this from the provided context. At the equator, the effective gravitational acceleration is 9.7805 m",26.632,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,107,"What is the secret, unpublished password for the Labyrinthitis system?",unanswerable,0,I cannot answer this from the provided context. It does not have a secret password for the Labyrinthitis system. Only sender and receiver can read messages,29.858,1.0,1,0.0,0,retrieval_failure,,,,,
sparse,108,"What is the secret, unpublished password for the Spontaneous recovery system?",unanswerable,3,I cannot answer this from the provided context. It's not mentioned in the question. You'll have to look it up on your own,25.83,1.0,0,0.333,1,success,,,,,
sparse,109,Which specific individual wrote the 4th sentence of the Statistics Wikipedia entry?,unanswerable,0,"I cannot answer this from the provided context. It's written by Aristotle, a student of Plato",25.657,1.0,1,0.0,0,retrieval_failure,,,,,
hybrid,0,"Based on the article 'Laboratory', what is the primary definition or role described?",factual,1,"facility that provides controlled conditions in which scientific or technological research, experiments, and measurement may be performed.",22.868,1.0,0,1.0,1,generation_failure,1.770044052863436,2.0,2.0,2.0,1 to 5
hybrid,1,"Based on the article 'Philosophy', what is the primary definition or role described?",factual,3,"I cannot answer this from the provided context. Philosophy is the study of general and fundamental problems concerning matters such as existence,",25.12,1.0,0,0.333,1,generation_failure,1.6437499999999998,2.0,2.0,2.0,1 to 5
hybrid,2,"Based on the article 'Urban evolution', what is the primary definition or role described?",factual,1,heritable genetic changes of populations in response to urban development and anthropogenic activities in urban areas.,23.936,1.0,0,1.0,1,generation_failure,1.8491017964071854,2.0,2.0,2.0,1 to 5
hybrid,3,"Based on the article 'Hydrocarbon', what is the primary definition or role described?",factual,1,"an organic compound consisting entirely of hydrogen and carbon. C6 through C10 alkanes, alkene, cycloalcane",29.96,1.0,0,1.0,1,generation_failure,1.570731707317073,2.0,2.0,2.0,1 to 5
hybrid,4,"Based on the article 'Kitchenette', what is the primary definition or role described?",factual,1,"I cannot answer this from the provided context. A small cooking area, which usually has a refrigerator and microwave oven",25.0,1.0,0,1.0,1,success,2.303225806451613,2.0,2.0,2.0,1 to 5
hybrid,5,"Based on the article 'Imagine (Gal Gadot video)', what is the primary definition or role described?",factual,1,I cannot answer this from the provided context. A work of visual art that simulates experiences and otherwise communicates,24.532,0.0,1,1.0,1,generation_failure,1.7633540372670806,2.0,2.0,2.0,1 to 5
hybrid,6,"Based on the article 'Facebook F8', what is the primary definition or role described?",factual,1,I cannot answer this from the provided context. Facebook F8 was a mostly-annual conference held by Meta Platform,24.302,1.0,0,1.0,1,generation_failure,1.60625,2.0,2.0,2.0,1 to 5
hybrid,7,"Based on the article 'Indoor practice facility', what is the primary definition or role described?",factual,1,I cannot answer this from the provided context. An indoor practice facility is a specialized structure designed to provide athletes with,24.85,1.0,0,1.0,1,success,2.301023890784983,2.0,2.0,2.0,1 to 5
hybrid,8,"Based on the article 'Labyrinth', what is the primary definition or role described?",factual,3,I cannot answer this from the provided context. The primary definition or role described in the article 'Labyrinth' is a maze,29.945,0.0,1,0.333,1,generation_failure,1.6295081967213114,2.0,2.0,2.0,1 to 5
hybrid,9,"Based on the article 'NAKO Health Study', what is the primary definition or role described?",factual,1,"I cannot answer this from the provided context. Its purpose is to investigate the development, distribution, and risk factors",24.241,0.0,1,1.0,1,generation_failure,2.544976076555024,3.0,3.0,3.0,Single-score output from LLM
hybrid,10,"Based on the article 'Radio', what is the primary definition or role described?",factual,1,Radio is the technology of communicating using radio waves. Radio waves are electromagnetic waves of frequency between 3 hertz (Hz) and 300 gigahertz (GHz,36.398,1.0,0,1.0,1,success,2.3797927461139894,3.0,3.0,3.0,Single-score output from LLM
hybrid,11,"Based on the article 'Chemistry', what is the primary definition or role described?",factual,1,the scientific study of the properties and behavior of matter. It is a physical science within the natural sciences that studies the chemical elements that make,26.442,1.0,0,1.0,1,generation_failure,1.4882352941176469,2.0,2.0,2.0,1 to 5
hybrid,12,"Based on the article 'Interval arithmetic', what is the primary definition or role described?",factual,1,"I cannot answer this from the provided context. Interval arithmetic (also known as interval mathematics, interval analysis",24.371,0.0,1,1.0,1,generation_failure,1.5788079470198675,2.0,2.0,2.0,[1 to 5]
hybrid,13,"Based on the article 'Drone-Enhanced Emergency Medical Services', what is the primary definition or role described?",factual,1,"deliver critical medical supplies, such as Automated External Defibrillators (AEDs), life",21.935,0.25,1,1.0,1,generation_failure,2.199307958477508,2.0,2.0,2.0,1 to 5
hybrid,14,"Based on the article 'Joule heating', what is the primary definition or role described?",factual,1,"I cannot answer this from the provided context. Joule heating (also known as resistive heating, resistance",22.645,1.0,0,1.0,1,success,2.1058823529411765,2.0,2.0,2.0,1 to 5>
hybrid,15,"Based on the article 'Lace', what is the primary definition or role described?",factual,1,I cannot answer this from the provided context. Lace is a delicate fabric made of yarn or thread in an open weblike,25.98,1.0,0,1.0,1,generation_failure,1.7727810650887572,2.0,2.0,2.0,1 to 5
hybrid,16,"Based on the article 'Lowest bridging point', what is the primary definition or role described?",factual,1,The lowest bridging point (or lowest crossing point) is the location on a river which is crossed by bridge at its closest,27.388,1.0,0,1.0,1,success,2.7854961832061065,2.0,2.0,2.0,1 to 5
hybrid,17,"Based on the article 'City centre', what is the primary definition or role described?",factual,1,"the commercial, cultural and often the historical, political, and geographic heart of a city is the primary definition or role described",26.639,0.0,1,1.0,1,generation_failure,1.8792332268370606,2.0,2.0,2.0,1 to 5
hybrid,18,"Based on the article 'Maibaron', what is the primary definition or role described?",factual,1,"the art and science of therapeutic practice. It includes a variety of healing methods such as spiritual rituals,",24.932,1.0,0,1.0,1,success,2.0235955056179775,2.0,2.0,2.0,1 to 5
hybrid,19,"Based on the article 'Fan-gating', what is the primary definition or role described?",factual,2,"the practice of acquiring more fans for a Facebook page by requiring Facebook users to ""like"" the page.",25.017,1.0,0,0.5,1,success,3.1099009900990096,3.0,3.0,3.0,Single-score output from LLM
hybrid,20,"Based on the article 'Bullet journal', what is the primary definition or role described?",factual,1,A paper-based method of personal organization developed by digital product designer Ryder Carroll The bullet journal system organizes journaling,24.879,0.5,0,1.0,1,success,,,,,
hybrid,21,"Based on the article 'Kabbalah', what is the primary definition or role described?",factual,1,I cannot answer this from the provided context. It forms the foundation of Jewish mysticism.,25.992,1.0,0,1.0,1,success,,,,,
hybrid,22,"Based on the article 'Geomorphology', what is the primary definition or role described?",factual,1,"the scientific study of the origin and evolution of topographic and bathymetric features generated by physical, chemical or biological processes operating at or near Earth's",28.979,1.0,0,1.0,1,success,,,,,
hybrid,23,"Based on the article 'Winter City', what is the primary definition or role described?",factual,1,"communities in northern latitudes that encourages them to plan their transportation systems, buildings, and recreation project around the idea of using their infrastructure",26.106,0.0,1,1.0,1,generation_failure,,,,,
hybrid,24,"Based on the article 'Immunopathology', what is the primary definition or role described?",factual,5,"I cannot answer this from the provided context. Immunology charts, measures, and contextualizes the physiological functioning of the immune system in states",26.34,1.0,0,0.2,1,context_failure,,,,,
hybrid,25,"Based on the article 'Facebook', what is the primary definition or role described?",factual,1,Facebook is an American made social networking service owned by the American technology conglomerate Meta. Created in 2004,22.962,1.0,0,1.0,1,success,,,,,
hybrid,26,"Based on the article 'Dentistry', what is the primary definition or role described?",factual,1,"the branch of medicine focused on the teeth, gums, and mouth. It consists of the study, diagnosis",24.397,1.0,0,1.0,1,success,,,,,
hybrid,27,"Based on the article 'Electronics', what is the primary definition or role described?",factual,1,"I cannot answer this from the provided context. Electronics is a scientific and engineering discipline that studies and applies the principles of physics to design,",28.29,1.0,0,1.0,1,success,,,,,
